event_key,name,event_start,event_end,event_type,description,speakers,artists,venue,venue_id,address,media_url,rsvp_url,Cost,Learn more
921,First Aid and CPR Combination Class,5/30/15 9:00,5/30/15 15:00,"Caregivers, Parenting","<p>This course will cover all aspects of first aid for all ages, including: burns, poisons, seizures, animal and bug bites, broken bones, etc.&nbsp; CPR section will include CPR and relief of foreign-body airway obstruction for adults, children and infants.<br /><br /><em>Sue Gregory, AHA, BLS instructor<br /><br /></em>$110/person (includes book &amp; certificate)<br /><br /><strong>Registration required.</strong> Call 603-650-2600.&nbsp;</p>",,,Women's Health Resource Center,615,"9 Hanover St., Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/85/firstaid.png,http://www.dartmouth-hitchcock.org/womens_resource_ctr.html,,
1165,First Friday Celebration: Tuck's Rock Dojo,6/5/15 18:00,6/5/15 20:00,Mind and body,"Join us on the first Friday of every month for an Open Door event as part of WRJ 's First Friday Celebration. This month we'll have live music with bands from&nbsp;<a href=""http://www.tucksrockdojo.com/"" target=""_blank"">Tuck's Rock Dojo</a>, a music school for all ages, focusing on private lessons, recordings, and performance classes.The Dojo aims to inspire and educate students through the songs they like, teaches the discipline of working with others in a band, and gives them the opportunity and experience of playing in public. Join us for music and refreshments.&nbsp;",,,Open Door,1591,"18 N. Main St., White River Junction, VT 05001",http://schd.ws/hosted_files/uvwellness2015/35/tucksrockdojo.jpg,http://www.opendoorworkshop.com/events.html,,
466,Flip your perspective! Intro to headstands & handstands yoga workshop,4/4/15 14:00,4/4/15 15:30,Yoga,"Build a strong foundation of strength in the mind, breath, and body as we let go of our fears and instill confidence in our abilities. Learn to safely come into headstand and handstand and practice modifications that will allow our bodies to feel the poses in a gentle way. <br /><br />Great for absolute beginners and experienced yogis looking to refine their alignment and delve deeper into their inversion practice. Just come with an open mind and be ready to practice in a fun and relaxed atmosphere. <br /><br />Space is limited, please contact Sheena Loschiavo, RYT to register--&nbsp;<a href=""tel:802-522-6135"" target=""_blank"">802-522-6135</a>&nbsp;or&nbsp;<a href=""mailto:sunsheen@outlook.com"" target=""_blank"">sunsheen@outlook.com<br /></a><br />*Not recommended for people with uncontrolled high blood pressure, neck or spinal injuries.&nbsp;",,,Grace United Methodist Church,975,"198 North Main Street, Bradford , Vermont, 05033",http://schd.ws/hosted_files/uvwellness2015/42/headstand.jpeg,,$20.00 ,
692,Focus on Core Strength,5/7/15 19:15,5/7/15 20:15,Yoga,"Get ready for the activities of summer like gardening, swimming, tennis, hiking and more. May 7, 14 and 21. Taught by Kerry Doyle.<br /><br />$15 for drop-in or $40 for all three<br />",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/6f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
693,Focus on Core Strength,5/14/15 19:15,5/14/15 20:15,Yoga,"Get ready for the activities of summer like gardening, swimming, tennis, hiking and more. May 7, 14 and 21. Taught by Kerry Doyle.<br /><br />$15 for drop-in or $40 for all three<br />",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/6f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
694,Focus on Core Strength,5/21/15 19:15,5/21/15 20:15,Yoga,"Get ready for the activities of summer like gardening, swimming, tennis, hiking and more. May 7, 14 and 21. Taught by Kerry Doyle.<br /><br />$15 for drop-in or $40 for all three<br />",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/6f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
695,Focus on Core Strength,5/21/15 19:15,5/21/15 20:15,Yoga,"Get ready for the activities of summer like gardening, swimming, tennis, hiking and more. May 7, 14 and 21. Taught by Kerry Doyle.<br /><br />$15 for drop-in or $40 for all three<br />",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/6f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1274,Forrest Yoga 1-2,6/4/15 17:30,6/4/15 19:00,Yoga,"Forrest Yoga is a dynamic, mindful, smartly sequenced practice that brings vitality deep into the core of the body, the mind, and the spirit. Poses are held and deepened to release internal obstacles, build strength and flexibility, and create space within. The classes are a mixed level series of carefully constructed asanas and vinyasa designed to strip numbness from your core, help you breathe and move in ways that release emotional shielding, and prevent and heal injury.",,"Deb Heimann (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/schedule/,,
1275,Forrest Yoga 1-2,6/11/15 17:30,6/11/15 19:00,Yoga,"Forrest Yoga is a dynamic, mindful, smartly sequenced practice that brings vitality deep into the core of the body, the mind, and the spirit. Poses are held and deepened to release internal obstacles, build strength and flexibility, and create space within. The classes are a mixed level series of carefully constructed asanas and vinyasa designed to strip numbness from your core, help you breathe and move in ways that release emotional shielding, and prevent and heal injury.",,"Deb Heimann (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/schedule/,,
1276,Forrest Yoga 1-2,6/18/15 17:30,6/18/15 19:00,Yoga,"Forrest Yoga is a dynamic, mindful, smartly sequenced practice that brings vitality deep into the core of the body, the mind, and the spirit. Poses are held and deepened to release internal obstacles, build strength and flexibility, and create space within. The classes are a mixed level series of carefully constructed asanas and vinyasa designed to strip numbness from your core, help you breathe and move in ways that release emotional shielding, and prevent and heal injury.",,"Deb Heimann (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/schedule/,,
1277,Forrest Yoga 1-2,6/25/15 17:30,6/25/15 19:00,Yoga,"Forrest Yoga is a dynamic, mindful, smartly sequenced practice that brings vitality deep into the core of the body, the mind, and the spirit. Poses are held and deepened to release internal obstacles, build strength and flexibility, and create space within. The classes are a mixed level series of carefully constructed asanas and vinyasa designed to strip numbness from your core, help you breathe and move in ways that release emotional shielding, and prevent and heal injury.",,"Deb Heimann (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/schedule/,,
291,Foundations of Iyengar Yoga,4/2/15 17:30,4/2/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
292,Foundations of Iyengar Yoga,4/9/15 17:30,4/9/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
293,Foundations of Iyengar Yoga,4/16/15 17:30,4/16/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
294,Foundations of Iyengar Yoga,4/23/15 17:30,4/23/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
295,Foundations of Iyengar Yoga,4/30/15 17:30,4/30/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
717,Foundations of Iyengar Yoga,5/7/15 17:30,5/7/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
718,Foundations of Iyengar Yoga,5/14/15 17:30,5/14/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
719,Foundations of Iyengar Yoga,5/21/15 17:30,5/21/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
720,Foundations of Iyengar Yoga,5/28/15 17:30,5/28/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1039,Foundations of Iyengar Yoga,6/4/15 17:30,6/4/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1040,Foundations of Iyengar Yoga,6/11/15 17:30,6/11/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1041,Foundations of Iyengar Yoga,6/18/15 17:30,6/18/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
1042,Foundations of Iyengar Yoga,6/25/15 17:30,6/25/15 19:00,Yoga,"<p>Perfect for students new to yoga, new to Iyengar yoga or those with experience looking to brush up on fundamentals. It lays the foundation for your practice and will bring you the understanding and confidence to practice yoga and attend our other classes.<br /><br />Taught by Kerry Doyle</p>",,,Ancient Healing Arts Yoga Studio,1700,"2 West Park Street, Lebanon, NH 03766",http://schd.ws/hosted_files/uvwellness2015/2f/ancient_yoga.gif,http://ahayoga.com/classes/spring-2015,,
586,Foundations: Yoga for Beginners,4/5/15 11:00,4/5/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
588,Foundations: Yoga for Beginners,4/12/15 11:00,4/12/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
589,Foundations: Yoga for Beginners,4/19/15 11:00,4/19/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
590,Foundations: Yoga for Beginners,4/26/15 11:00,4/26/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
591,Foundations: Yoga for Beginners,5/3/15 11:00,5/3/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
596,Foundations: Yoga for Beginners,5/10/15 11:00,5/10/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
597,Foundations: Yoga for Beginners,5/17/15 11:00,5/17/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
598,Foundations: Yoga for Beginners,5/24/15 11:00,5/24/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
599,Foundations: Yoga for Beginners,5/31/15 11:00,5/31/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
1297,Foundations: Yoga for Beginners,6/7/15 11:00,6/7/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
1298,Foundations: Yoga for Beginners,6/14/15 11:00,6/14/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
1299,Foundations: Yoga for Beginners,6/21/15 11:00,6/21/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
1300,Foundations: Yoga for Beginners,6/28/15 11:00,6/28/15 12:15,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Laura Foley (poet, yoga, author)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
894,Free Anesthesia Class,5/14/15 18:00,5/14/15 19:30,Parenting,"LOCATION: DHMC, PERINATAL CONFERENCE ROOM, LEVEL 5<br /><br /> Come learn the facts about anesthesia and have your questions answered by a resident physician who specializes in anesthesia. <br /><br />Pre-registration is required by calling the WHRC at 603.650.2600.",,,Dartmouth Hitchcock Medical Center,665,"One Medical Center Drive, Lebanon, NH",http://schd.ws/hosted_files/uvwellness2015/f6/Screen Shot 2015-04-13 at 12.24.57 PM.png,http://www.dartmouth-hitchcock.org/womens_resource_ctr.html,,
478,Free Community Yoga Class,4/10/15 18:00,4/10/15 19:00,Yoga,"All are welcome to our monthly free yoga class, mixed-level practice. Please bring a mat if you have one and&nbsp;<a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">sign up</a>&nbsp;to reserve your space.",,"Cathy Vansant (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/special-events/,Free,
1303,Free Community Yoga Class,6/26/15 18:00,6/26/15 19:00,Yoga,"All are welcome to our monthly free yoga class, mixed-level practice. Please bring a mat if you have one and&nbsp;<a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">sign up</a>&nbsp;to reserve your space.",,,Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/special-events/,,
587,Fundamentals: Yoga for Beginners,4/8/15 16:30,4/8/15 17:45,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Sharon Gouveia Comeau (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
592,Fundamentals: Yoga for Beginners,4/15/15 16:30,4/15/15 17:45,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Sharon Gouveia Comeau (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
593,Fundamentals: Yoga for Beginners,4/22/15 16:30,4/22/15 17:45,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Sharon Gouveia Comeau (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
594,Fundamentals: Yoga for Beginners,4/29/15 16:30,4/29/15 17:45,Yoga,"If you are new to yoga, or are looking for a refresher course, we recommend this class, which is designed for the absolute beginner, or anyone who could benefit from re-visiting the basics. No experience is necessary or expected. You do not need to be flexible or fit.&nbsp; If you have an injury or chronic illness, please talk with us first and obtain permission from your doctor before attending; sign up on the schedule page to reserve a spot. Sunday classes&nbsp; run at 11&ndash;12:15 and Wednesday classes run at 4:30&ndash;6:45 pm.<br /><br />Sign up on <a href=""http://www.uppervalleyyoga.com/classes/schedule/"" target=""_blank"">our schedule page</a>!",,"Sharon Gouveia Comeau (yoga, Upper Valley Yoga)",Upper Valley Yoga,593,"58 N. Main Street #206, White River Junction, Vermont",,http://www.uppervalleyyoga.com/classes/class-descriptions/,,
